Категория;Секция;Подкатегория;Услуга;Описание;HTML_Opis;Цена;Срок выполнения;Примечания;Ссылка
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Reset liczników serwisowych (Odblokowuje funkcje);Pełna obsługa informatyczna dla Twojej firmy.;<p>Reset liczników serwisowych (Odblokowuje funkcje)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;60 / 90 / 120;1 dzień;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Przywrócenie ustawień fabrycznych (Rozwiązuje problemy);Pełna obsługa informatyczna dla Twojej firmy.;<p>Przywrócenie ustawień fabrycznych (Rozwiązuje problemy)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;60 / 90 / 120;1 dzień;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Usunięcie błędów systemowych (Drukarka wraca do pracy);Pełna obsługa informatyczna dla Twojej firmy.;<p>Usunięcie błędów systemowych (Drukarka wraca do pracy)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;80 / 120 / 160;1-2 dni;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Usuwanie konfliktów sterowników (Przywraca komunikację);Pełna obsługa informatyczna dla Twojej firmy.;<p>Usuwanie konfliktów sterowników (Przywraca komunikację)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;50 / 80 / 110;1 dzień;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Konfiguracja skanowania do komputera (SMB/FTP);Pełna obsługa informatyczna dla Twojej firmy.;<p>Konfiguracja skanowania do komputera (SMB/FTP)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;70 / 110 / 150;1-2 dni;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Konfiguracja skanowania do e-mail (SMTP/Cloud);Pełna obsługa informatyczna dla Twojej firmy.;<p>Konfiguracja skanowania do e-mail (SMTP/Cloud)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;100 / 150 / 200;1-2 dni;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Konfiguracja panelu webowego (Ustawienia sieci);Pełna obsługa informatyczna dla Twojej firmy.;<p>Konfiguracja panelu webowego (Ustawienia sieci)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;60 / 100 / 140;1 dzień;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Migracja drukarki (Nowy komputer);Pełna obsługa informatyczna dla Twojej firmy.;<p>Migracja drukarki (Nowy komputer)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;80 / 120 / 160;1 dzień;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Zabezpieczenie dostępu (PIN/hasło);Pełna obsługa informatyczna dla Twojej firmy.;<p>Zabezpieczenie dostępu (PIN/hasło)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;60 / 90 / 120;1 dzień;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Szkolenie użytkownika (Podstawowa obsługa);Pełna obsługa informatyczna dla Twojej firmy.;<p>Szkolenie użytkownika (Podstawowa obsługa)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;30 / 50 / 70;Na życzenie;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Wsparcie zdalne (Konfiguracja/diagnostyka);Pełna obsługa informatyczna dla Twojej firmy.;<p>Wsparcie zdalne (Konfiguracja/diagnostyka)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;120 zł/godz;1-2 dni;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Czyszczenie po silnym zalaniu tonerem (Pełna dekontaminacja);Pełna obsługa informatyczna dla Twojej firmy.;<p>Czyszczenie po silnym zalaniu tonerem (Pełna dekontaminacja)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;200 / 280 / 360;1-3 dni;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Ocena stanu urządzenia przed zakupem (Ekspertyza);Pełna obsługa informatyczna dla Twojej firmy.;<p>Ocena stanu urządzenia przed zakupem (Ekspertyza)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;40 / 60 / 80;1 dzień;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Drukarka zastępcza (Na czas naprawy);Pełna obsługa informatyczna dla Twojej firmy.;<p>Drukarka zastępcza (Na czas naprawy)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;Link;-;;
Outsourcing IT;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Odnowienie obudowy (Bielenie UV);Pełna obsługa informatyczna dla Twojej firmy.;<p>Odnowienie obudowy (Bielenie UV)</p><br><p>Pełna obsługa informatyczna dla Twojej firmy.</p>;70 / 90 / 120;1-5 dni;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy warto naprawiać, czy lepiej kupić nowe?;Czy warto naprawiać, czy lepiej kupić nowe?;To zależy od usterki i dostępności części. Zawsze wykonujemy bezpłatną diagnozę wstępną i informujemy, czy naprawa jest opłacalna. Jeżeli naprawa się nie opłaca – powiemy to otwarcie.;<p>To zależy od usterki i dostępności części. Zawsze wykonujemy bezpłatną diagnozę wstępną i informujemy, czy naprawa jest opłacalna. Jeżeli naprawa się nie opłaca – powiemy to otwarcie.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Jak wygląda proces naprawy?;Jak wygląda proces naprawy?;Najpierw przeprowadzamy szybką diagnostykę, przygotowujemy wycenę, a po jej akceptacji przystępujemy do naprawy. W razie potrzeby zamawiamy niezbędne części i informujemy o czasie realizacji.;<p>Najpierw przeprowadzamy szybką diagnostykę, przygotowujemy wycenę, a po jej akceptacji przystępujemy do naprawy. W razie potrzeby zamawiamy niezbędne części i informujemy o czasie realizacji.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Ile trwa naprawa?;Ile trwa naprawa?;"Typowo 1–3 dni robocze. Gdy trzeba zamówić części lub usterka jest złożona (np. płyta główna), czas może być dłuższy; na bieżąco informujemy o statusie.";"<p>Typowo 1–3 dni robocze. Gdy trzeba zamówić części lub usterka jest złożona (np. płyta główna), czas może być dłuższy; na bieżąco informujemy o statusie.</p>";;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy oferujecie dojazd do Klienta? Czy mogę samodzielnie dostarczyć urządzenie do naprawy?;Czy oferujecie dojazd do Klienta? Czy mogę samodzielnie dostarczyć urządzenie do naprawy?;Tak, świadczymy usługi serwisowe we Wrocławiu i okolicach.  Dojazd serwisanta i diagnoza są GRATIS, jeśli Klient akceptuje zaproponowany koszt naprawy. W przypadku prostych usterek możemy naprawić urządzenie na miejscu, a jeśli zajdzie taka potrzeba – zabierzemy je do naszego serwisu.  W przypadku rezygnacji z naprawy koszt wizyty wynosi 50 zł brutto (czas + dojazd serwisanta).  Oczywiście mogą Państwo również samodzielnie dostarczyć urządzenie do naszej siedziby we Wrocławiu. Na miejscu zapewniamy kompleksową, szybką i bezpłatną diagnostykę w obecności Klienta, miłe przywitanie oraz darmową kawę lub herbatę.;<p>Tak, świadczymy usługi serwisowe we Wrocławiu i okolicach.</p><br><p>Dojazd serwisanta i diagnoza są GRATIS, jeśli Klient akceptuje zaproponowany koszt naprawy. W przypadku prostych usterek możemy naprawić urządzenie na miejscu, a jeśli zajdzie taka potrzeba – zabierzemy je do naszego serwisu.</p><br><p>W przypadku rezygnacji z naprawy koszt wizyty wynosi 50 zł brutto (czas + dojazd serwisanta).</p><br><p>Oczywiście mogą Państwo również samodzielnie dostarczyć urządzenie do naszej siedziby we Wrocławiu. Na miejscu zapewniamy kompleksową, szybką i bezpłatną diagnostykę w obecności Klienta, miłe przywitanie oraz darmową kawę lub herbatę.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy mogę dostarczyć urządzenie kurierem?;Czy mogę dostarczyć urządzenie kurierem?;Tak. Otrzymasz od nas instrukcję bezpiecznego pakowania.  Po naprawie odeślemy urządzenie do Ciebie.;<p>Tak. Otrzymasz od nas instrukcję bezpiecznego pakowania.</p><br><p>Po naprawie odeślemy urządzenie do Ciebie.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy naprawa wpływa na gwarancję producenta?;Czy naprawa wpływa na gwarancję producenta?;Jeżeli naprawa wymaga działań naruszających warunki gwarancji — poinformujemy Cię o tym przed jej wykonaniem.;<p>Jeżeli naprawa wymaga działań naruszających warunki gwarancji — poinformujemy Cię o tym przed jej wykonaniem.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy udzielacie gwarancji na naprawy?;Czy udzielacie gwarancji na naprawy?;Tak. **3–12 miesięcy**, w zależności od rodzaju naprawy i wymienionych części.;<p>Tak. <strong>3–12 miesięcy</strong>, w zależności od rodzaju naprawy i wymienionych części.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy naprawiacie komputery / drukarki wszystkich marek?;Czy naprawiacie komputery / drukarki wszystkich marek?;Tak. Naprawiamy m.in. HP, Dell, Lenovo, ASUS, Acer, MSI, Apple i inne.;<p>Tak. Naprawiamy m.in. HP, Dell, Lenovo, ASUS, Acer, MSI, Apple i inne.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy oferujecie drukarkę zastępczą na czas naprawy?;Czy oferujecie drukarkę zastępczą na czas naprawy?;Tak. W razie potrzeby zapewniamy drukarkę zastępczą — bez przestoju w pracy.;<p>Tak. W razie potrzeby zapewniamy drukarkę zastępczą — bez przestoju w pracy.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy utracę dane?;Czy utracę dane?;Nie — w naprawach systemowych i mechanicznych chronimy dane. Przy operacjach ryzykownych (np. wymiana dysku, reinstalacja po awarii) proponujemy backup lub odzysk danych przed pracami.;<p>Nie — w naprawach systemowych i mechanicznych chronimy dane. Przy operacjach ryzykownych (np. wymiana dysku, reinstalacja po awarii) proponujemy backup lub odzysk danych przed pracami.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy odzyskacie dane po awarii?;Czy odzyskacie dane po awarii?;Tak — od prostych przypadków (logiczne uszkodzenia) po bardziej złożone (nośnik uszkodzony). Zawsze informujemy o szansach i kosztach przed startem prac.;<p>Tak — od prostych przypadków (logiczne uszkodzenia) po bardziej złożone (nośnik uszkodzony). Zawsze informujemy o szansach i kosztach przed startem prac.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);Czy naprawiacie po zalaniu?;Czy naprawiacie po zalaniu?;Tak. Wykonujemy mycie płyty w myjce ultradźwiękowej, usuwamy korozję, wymieniamy uszkodzone elementy. Czas i koszt zależą od skali, im szybciej sprzęt trafi do serwisu, tym większa szansa powodzenia.;<p>Tak. Wykonujemy mycie płyty w myjce ultradźwiękowej, usuwamy korozję, wymieniamy uszkodzone elementy. Czas i koszt zależą od skali, im szybciej sprzęt trafi do serwisu, tym większa szansa powodzenia.</p>;;;;
Outsourcing IT;Najczęściej zadawane pytania (FAQ);To ceny brutto czy netto?;To ceny brutto czy netto?;Wszystkie podane ceny są **brutto (z VAT)**.;<p>Wszystkie podane ceny są <strong>brutto (z VAT)</strong>.</p>;;;;
Serwis Drukarek Laserowych i MFU;Diagnoza i wycena;;Wstępna diagnoza i wycena online (Opis problemu przez WhatsApp/stronę internetową/telefon - pomożemy ustalić, czy naprawa się opłaca);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Wstępna diagnoza i wycena online (Opis problemu przez WhatsApp/stronę internetową/telefon - pomożemy ustalić, czy naprawa się opłaca)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;GRATIS;15 min;GRATIS;
Serwis Drukarek Laserowych i MFU;Diagnoza i wycena;;Diagnoza i wycena naprawy (przy dostawie do serwisu) (również w razie rezygnacji z naprawy);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Diagnoza i wycena naprawy (przy dostawie do serwisu) (również w razie rezygnacji z naprawy)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;GRATIS;24 h;GRATIS;
Serwis Drukarek Laserowych i MFU;Diagnoza i wycena;;Diagnoza i wycena w formie pisemnej (bez naprawy, np. dla ubezpieczyciela);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Diagnoza i wycena w formie pisemnej (bez naprawy, np. dla ubezpieczyciela)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;50 / 70 / 90;1-3 dni;GRATIS;
Serwis Drukarek Laserowych i MFU;Diagnoza i wycena;;Usługi w trybie ekspresowym (do 24 godzin, stawka z cennika);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Usługi w trybie ekspresowym (do 24 godzin, stawka z cennika)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;+ 100% do ceny;24 h;GRATIS;
Serwis Drukarek Laserowych i MFU;Dojazd;;Dojazd (przy zleceniu naprawy) (Wrocław do 10 km, w tym diagnoza);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Dojazd (przy zleceniu naprawy) (Wrocław do 10 km, w tym diagnoza)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;GRATIS;1-3 dni;GRATIS;
Serwis Drukarek Laserowych i MFU;Dojazd;;Dojazd (przy rezygnacji z naprawy) (Wrocław do 10 km, diagnoza + naprawy do 15 min);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Dojazd (przy rezygnacji z naprawy) (Wrocław do 10 km, diagnoza + naprawy do 15 min)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;50 / 80 / 100;1-3 dni;GRATIS;
Serwis Drukarek Laserowych i MFU;Dojazd;;Dojazd (powyżej 10 km) (liczony w obie strony);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Dojazd (powyżej 10 km) (liczony w obie strony)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;1,5 zł/km;1-3 dni;GRATIS;
Serwis Drukarek Laserowych i MFU;Dojazd;;Dostarczenie naprawionego urządzenia (Wrocław do 10 km, obie strony);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Dostarczenie naprawionego urządzenia (Wrocław do 10 km, obie strony)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;1,5 zł/km;1-3 dni;GRATIS;
Serwis Drukarek Laserowych i MFU;Dojazd;;Usługi w trybie ekspresowym (do 24 godzin);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Usługi w trybie ekspresowym (do 24 godzin)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;+ 100% do ceny;24 h;GRATIS;
Serwis Drukarek Laserowych i MFU;Czyszczenie i konserwacja (bez naprawy);;PODSTAWOWY do 30 min. (przegląd i profilaktyka, zmniejsza ryzyko awarii i stresu) • Czyszczenie wnętrza urządzenia (kurz, resztki tonera) • Kontrola i czyszczenie rolek poboru papieru (pickup roller) / separatora • Kontrola głównych elementów mechanicznych • Szybki przegląd sekcji obrazu i utrwalania (drum / transfer / fuser) • Test jakości wydruku;Profesjonalna naprawa i serwis drukarek laserowych.;<p>PODSTAWOWY do 30 min. (przegląd i profilaktyka, zmniejsza ryzyko awarii i stresu)</p><ul><li>Czyszczenie wnętrza urządzenia (kurz, resztki tonera)</li><li>Kontrola i czyszczenie rolek poboru papieru (pickup roller) / separatora</li><li>Kontrola głównych elementów mechanicznych</li><li>Szybki przegląd sekcji obrazu i utrwalania (drum / transfer / fuser)</li><li>Test jakości wydruku</li></ul><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;50 / 100 / 150;1-3 dni;;
Serwis Drukarek Laserowych i MFU;Czyszczenie i konserwacja (bez naprawy);;STANDARD do 1 godziny (standardowa konserwacja) Zakres PODSTAWOWY + • Czyszczenie czujników papieru • Czyszczenie elementów prowadzenia papieru • Smarowanie głównych elementów mechanicznych • Sprawdzenie modułu bębna i pasa transferowego;Profesjonalna naprawa i serwis drukarek laserowych.;<p>STANDARD do 1 godziny (standardowa konserwacja)</p><p>Zakres PODSTAWOWY +</p><ul><li>Czyszczenie czujników papieru</li><li>Czyszczenie elementów prowadzenia papieru</li><li>Smarowanie głównych elementów mechanicznych</li><li>Sprawdzenie modułu bębna i pasa transferowego</li></ul><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;100 / 150 / 200;1-3 dni;;
Serwis Drukarek Laserowych i MFU;Czyszczenie i konserwacja (bez naprawy);;PREMIUM do 2 godzin (pełna konserwacja) Zakres STANDARD + • Czyszczenie optyki lasera • Konserwacja modułu bębna, pasa transferowego i fusera • Reset liczników serwisowych (jeśli możliwe) • Kontrola tonera i pojemnika na zużyty toner (ew. czyszczenie / wymiana) • Kalibracja kolorów i rejestracji;Profesjonalna naprawa i serwis drukarek laserowych.;<p>PREMIUM do 2 godzin (pełna konserwacja)</p><p>Zakres STANDARD +</p><ul><li>Czyszczenie optyki lasera</li><li>Konserwacja modułu bębna, pasa transferowego i fusera</li><li>Reset liczników serwisowych (jeśli możliwe)</li><li>Kontrola tonera i pojemnika na zużyty toner (ew. czyszczenie / wymiana)</li><li>Kalibracja kolorów i rejestracji</li></ul><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;150 / 200 / 250;1-3 dni;;
Serwis Drukarek Laserowych i MFU;Naprawy i usługi serwisowe (opcjonalne);Mechanizm poboru papieru, rolki, separatory, … (zacina, lub nie pobiera papieru);Usuwanie zaciętego papieru / ciał obcych z toru papieru (spinacze, resztki papieru, kurz, ... - typowa przyczyna powtarzających się zacięć);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Usuwanie zaciętego papieru / ciał obcych z toru papieru</p><p>(spinacze, resztki papieru, kurz, ... - typowa przyczyna powtarzających się zacięć)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;40 / 70 / 100;od ręki;;
Serwis Drukarek Laserowych i MFU;Naprawy i usługi serwisowe (opcjonalne);Mechanizm poboru papieru, rolki, separatory, … (zacina, lub nie pobiera papieru);Czyszczenie lub wymiana rolki pobierającej i separatora (usuwa zacięcia, „pobieranie kilku kartek naraz”, ślizganie papieru);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Czyszczenie lub wymiana rolki pobierającej i separatora</p><p>(usuwa zacięcia, „pobieranie kilku kartek naraz”, ślizganie papieru)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;80 / 120 / 160 + części;1-2 dni;;
Serwis Drukarek Laserowych i MFU;Naprawy i usługi serwisowe (opcjonalne);Mechanizm poboru papieru, rolki, separatory, … (zacina, lub nie pobiera papieru);Czyszczenie lub wymiana prowadnic, rolek lub klap rejestracji papieru. Również w module duplex, eliminuje przechylone wydruki i „krzywe prowadzenie”;Profesjonalna naprawa i serwis drukarek laserowych.;<p>Czyszczenie lub wymiana prowadnic, rolek lub klap rejestracji papieru.</p><p>Również w module duplex, eliminuje przechylone wydruki i „krzywe prowadzenie”</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;90 / 140 / 180 + części;1-3 dni;;
Serwis Drukarek Laserowych i MFU;Naprawy i usługi serwisowe (opcjonalne);Mechanizm poboru papieru, rolki, separatory, … (zacina, lub nie pobiera papieru);Czyszczenie lub wymiana czujników papieru (optycznych i mechanicznych) (usuwa błędy typu „brak papieru”, zatrzymania papieru, fałszywe komunikaty);Profesjonalna naprawa i serwis drukarek laserowych.;<p>Czyszczenie lub wymiana czujników papieru (optycznych i mechanicznych)</p><p>(usuwa błędy typu „brak papieru”, zatrzymania papieru, fałszywe komunikaty)</p><br><p>Profesjonalna naprawa i serwis drukarek laserowych.</p>;80 / 130 / 170 + części;1-2 dni;;
